movie,title,genres,year,Rating,Rotton Tomato
4503,Everybody's All-American,Romance,1988,5,57
4506,Frantic,Crime|Mystery|Thriller,1988,6,88
4511,High Spirits,Comedy,1988,6,80
4515,Imagine: John Lennon,Documentary,1988,3,97
4516,Johnny Be Good,Comedy,1987,10,96
4520,License to Drive,Comedy,1988,1,86
4521,Little Nikita,Drama,1988,9,63
4522,Masquerade,Mystery|Romance|Thriller,1988,6,67
4523,Milagro Beanfield War,Comedy|Drama|Fantasy,1988,6,100
4524,Moon Over Parador,Comedy,1987,3,87
4528,Off Limits,Action|Thriller|War,1987,5,66
4531,Red Heat,Action,1988,8,70
4537,Running on Empty,Drama,1988,10,97
4538,Salome's Last Dance,Comedy|Drama,1987,3,61
4539,Salsa,Musical|Romance,1988,2,94
4543,Shoot to Kill,Action|Adventure,1987,9,90
4544,Short Circuit 2,Comedy|Sci-Fi,1988,4,84
4550,Switching Channels,Comedy,1988,9,54
4555,Torch Song Trilogy,Comedy|Drama|Romance,1987,7,77
4558,Twins,Comedy,1988,7,75
4559,Vice Versa,Comedy,1987,5,74
4560,Watchers,Horror|Sci-Fi,1987,10,78
4561,Waxwork,Comedy|Horror,1987,4,66
4562,Without a Clue,Comedy|Mystery,1987,6,86
4563,Young Einstein,Comedy,1987,10,96
4587,Earth Girls Are Easy,Comedy|Musical|Sci-Fi,1988,1,57
4703,Chocolat,Drama,1987,10,99
4859,Kansas,Crime|Drama,1988,1,72
5643,Powaqqatsi,Documentary,1988,5,89
5971,My Neighbor Totoro (Tonari no Totoro),Animation|Children|Drama|Fantasy,1987,3,87
6244,Salaam Bombay!,Drama,1988,8,88
6602,Brain Damage,Comedy|Horror,1987,6,84
8656,"Short Film About Killing, A (Krótki film o zabijaniu)",Crime|Drama,1988,1,54
26622,Dominick and Eugene,Drama,1987,5,96
26631,Alice (Neco z Alenky),Animation|Fantasy|Mystery,1988,9,54
52831,Maniac Cop,Action|Crime|Horror|Thriller,1987,10,90
65135,Blackadder's Christmas Carol,Comedy,1988,6,56
70201,High Hopes,Comedy,1987,1,66
592,Batman,Action|Crime|Thriller,1989,2,91
1091,Weekend at Bernie's,Comedy,1989,1,92
1172,Cinema Paradiso (Nuovo cinema Paradiso),Drama,1989,6,56
1185,My Left Foot,Drama,1988,8,50
1186,"Sex, Lies, and Videotape",Drama,1988,9,100
1223,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,1989,3,98
1224,Henry V,Action|Drama|Romance|War,1989,2,82
1242,Glory,Drama|War,1989,5,87
1246,Dead Poets Society,Drama,1988,3,87
1302,Field of Dreams,Children|Drama|Fantasy,1989,3,57
1307,When Harry Met Sally...,Comedy|Romance,1988,8,97
1962,Driving Miss Daisy,Drama,1989,8,85
2001,Lethal Weapon 2,Action|Comedy|Crime|Drama,1989,4,100
2039,Cheetah,Adventure|Children,1988,7,59
2064,Roger & Me,Documentary,1989,8,88
2123,All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,1988,8,90
2248,Say Anything...,Comedy|Drama|Romance,1988,2,67
2264,We're No Angels,Comedy|Crime,1989,5,52
2372,Fletch Lives,Comedy,1988,8,100
2383,Police Academy 6: City Under Siege,Comedy|Crime,1989,7,83
2400,Prancer,Children|Drama|Fantasy,1988,4,59
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,1988,3,94
2513,Pet Sematary,Horror,1988,8,79
2717,Ghostbusters II,Comedy|Fantasy|Sci-Fi,1989,3,73
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1988,8,77
2990,Licence to Kill,Action|Adventure|Thriller,1989,7,78
3019,Drugstore Cowboy,Crime|Drama,1989,3,79
3166,Brenda Starr,Adventure,1988,2,95
3203,Dead Calm,Thriller,1989,5,97
3338,For All Mankind,Documentary,1989,5,62
3387,Who's Harry Crumb?,Comedy|Mystery,1988,7,64
3392,She-Devil,Comedy,1988,4,70
3429,Creature Comforts,Animation|Comedy,1989,7,98
3521,Mystery Train,Comedy|Drama,1988,7,93
3526,Parenthood,Comedy|Drama,1989,7,72
3660,Puppet Master,Horror|Sci-Fi|Thriller,1989,6,69
3758,Communion,Drama|Sci-Fi|Thriller,1988,1,73
3844,Steel Magnolias,Drama,1989,1,86
4213,Deepstar Six,Horror|Sci-Fi|Thriller,1988,2,77
4279,True Believer,Crime,1988,3,59
4352,Shag,Comedy|Drama,1989,8,74
4564,Always,Drama|Fantasy|Romance,1989,3,56
4567,American Ninja 3: Blood Hunt,Action|Adventure,1989,5,65
4571,Bill & Ted's Excellent Adventure,Adventure|Comedy|Sci-Fi,1988,4,97
4572,Black Rain,Action|Crime|Drama,1989,5,80
4573,Blaze,Comedy|Drama,1989,6,86
4577,Casualties of War,Drama|War,1989,9,53
4578,Chances Are,Comedy|Romance,1989,7,98
4584,Dream a Little Dream,Comedy|Drama|Romance,1988,7,59
4590,Enemies: A Love Story,Drama,1989,6,96
4593,Family Business,Comedy,1989,8,62
4600,Gross Anatomy (a.k.a. A Cut Above),Comedy|Drama,1988,5,61
4602,Harlem Nights,Comedy|Crime|Romance,1989,9,75
4603,Her Alibi,Comedy|Romance,1988,8,82
4605,How to Get Ahead in Advertising,Comedy|Fantasy,1988,5,94
4606,Immediate Family,Drama,1988,4,58
4608,"Innocent Man, An",Crime|Drama,1988,1,60
4612,Jesus of Montreal (Jésus de Montréal),Drama,1989,4,65
4614,Kickboxer,Action,1989,7,86
4615,Last Exit to Brooklyn,Drama,1988,2,71
4616,Lean on Me,Drama,1989,6,76
4617,Let It Ride,Comedy,1989,5,65
4618,Leviathan,Horror|Sci-Fi|Thriller,1988,10,71
4619,Little Monsters,Comedy,1988,4,53
4621,Look Who's Talking,Comedy|Romance,1988,3,52
4622,Loverboy,Comedy,1989,6,50
4623,Major League,Comedy,1988,3,98
4625,Millennium,Drama|Sci-Fi|Thriller,1989,9,52
4626,Miracle Mile,Drama|Romance|Sci-Fi,1988,9,73
4627,Miss Firecracker,Comedy,1988,4,57
4628,New York Stories,Comedy|Drama,1988,10,51
4629,Next of Kin,Action|Crime|Thriller,1988,4,56
4630,No Holds Barred,Action,1989,2,80
4634,Penn & Teller Get Killed,Adventure|Comedy,1988,6,67
4654,Road House,Action|Drama,1988,9,76
4655,Romero,Drama,1989,3,58
4658,Santa Sangre,Drama|Horror|Mystery|Thriller,1989,3,59
4659,Scandal,Drama,1989,3,77
4661,Sea of Love,Crime|Drama|Thriller,1988,3,82
4662,"See No Evil, Hear No Evil",Comedy|Crime,1989,9,100
4663,She's Out of Control,Comedy,1988,10,93
4664,Shirley Valentine,Comedy|Romance,1989,9,72
4666,Skin Deep,Comedy,1988,10,72
4667,Slaves of New York,Drama,1989,8,56
4673,Tango & Cash,Action|Comedy|Crime|Thriller,1989,4,52
4674,Tap,Drama,1989,6,69
4675,Three Fugitives,Action|Comedy,1988,9,91
4676,Troop Beverly Hills,Comedy,1989,10,87
4677,Turner & Hooch,Comedy|Crime,1988,9,59
4678,UHF,Comedy,1988,7,81
4679,Uncle Buck,Comedy,1989,6,81
4680,Vampire's Kiss,Comedy|Fantasy|Horror,1988,3,94
4682,Warlock,Action|Horror,1989,8,86
4684,Worth Winning,Comedy,1989,2,88
5646,Valmont,Drama|Romance,1988,5,68
6454,Music Box,Drama,1988,7,86
6782,Leningrad Cowboys Go America,Comedy|Musical,1988,1,82
7872,Getting It Right,Comedy|Drama,1988,3,60
8589,Winter War (Talvisota),Drama|War,1989,1,87
8709,How I Got Into College,Comedy|Romance,1988,3,53
8777,Roadkill (a.k.a. Roadkill: Move or Die),Drama,1989,9,73
26649,Lonesome Dove,Adventure|Drama|Western,1989,10,73
26662,Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy,1989,6,62
26663,Monsieur Hire,Crime|Romance|Thriller,1989,2,91
72104,Balance,Animation|Drama|Mystery|Sci-Fi|Thriller,1988,4,85
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),Action|Adventure|Animation|Fantasy|Sci-Fi,1989,3,97
586,Home Alone,Children|Comedy,1989,7,69
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1989,10,72
590,Dances with Wolves,Adventure|Drama|Western,1989,9,71
597,Pretty Woman,Comedy|Romance,1990,6,54
1100,Days of Thunder,Action|Drama|Romance,1989,6,96
1169,American Dream,Documentary,1990,3,91
1190,Tie Me Up! Tie Me Down! (¡Átame!),Crime|Drama|Romance,1989,6,85
1192,Paris Is Burning,Documentary,1989,3,86
1213,Goodfellas,Crime|Drama,1990,4,81
1236,Trust,Comedy|Drama|Romance,1990,5,87
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990,8,69
1245,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990,3,80
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990,4,60
1277,Cyrano de Bergerac,Comedy|Drama|Romance,1990,7,63
1370,Die Hard 2,Action|Adventure|Thriller,1990,3,72
1379,Young Guns II,Action|Western,1990,9,88
1382,Marked for Death,Action|Drama,1990,3,60
1785,King of New York,Crime|Thriller,1990,8,62
1966,Metropolitan,Comedy,1990,4,90
1992,Child's Play 2,Horror|Thriller,1990,8,50
2113,Graveyard Shift (Stephen King's Graveyard Shift),Horror|Thriller,1989,7,65
2249,My Blue Heaven,Comedy,1989,6,61
2250,Men Don't Leave,Drama,1990,9,77
2291,Edward Scissorhands,Drama|Fantasy|Romance,1989,10,100
2350,Heart Condition,Comedy,1989,6,60
2412,Rocky V,Action|Drama,1989,3,71
2616,Dick Tracy,Action|Crime,1990,6,91
2699,Arachnophobia,Comedy|Horror,1989,10,50
2798,Problem Child,Children|Comedy,1989,4,92
2916,Total Recall,Action|Adventure|Sci-Fi|Thriller,1989,5,67
2986,RoboCop 2,Action|Crime|Sci-Fi|Thriller,1990,4,60
3013,Bride of Re-Animator,Comedy|Horror,1989,1,92
3031,Repossessed,Comedy,1990,10,82
3103,Stanley & Iris,Drama|Romance,1989,9,96
3105,Awakenings,Drama|Mystery,1990,1,63
3219,Pacific Heights,Mystery|Thriller,1990,10,78
3425,Mo' Better Blues,Drama|Musical,1989,8,67
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,10,62
3476,Jacob's Ladder,Horror|Mystery,1989,4,62
3499,Misery,Drama|Horror|Thriller,1989,1,86
3686,Flatliners,Horror|Sci-Fi|Thriller,1989,5,69
3697,Predator 2,Action|Sci-Fi|Thriller,1989,9,89
3705,Bird on a Wire,Action|Comedy|Romance,1990,2,68
3723,Hamlet,Drama,1990,3,85
3773,House Party,Comedy,1989,5,92
3841,Air America,Action|Comedy,1989,10,81
3940,Slumber Party Massacre III,Horror,1989,1,62
3942,Sorority House Massacre II,Horror,1990,5,52
4174,Avalon,Drama,1989,8,95
4205,Mermaids,Comedy|Drama|Romance,1989,1,75
4207,Navy Seals,Action|Adventure|War,1989,9,53
4211,Reversal of Fortune,Drama,1989,1,98
4216,Longtime Companion,Drama,1990,10,62
4392,Alice,Comedy|Drama|Fantasy|Romance,1989,8,88
5236,"Tale of Springtime, A (Conte de Printemps)",Drama|Romance,1990,1,95
5307,Taking Care of Business,Comedy,1989,6,92
5309,Three Men and a Little Lady,Comedy|Romance,1989,3,95
5334,Cadillac Man,Comedy|Crime,1989,5,93
5346,Wild Orchid,Drama|Romance,1990,3,96
5438,Men at Work,Action|Comedy,1990,7,75
5581,Betsy's Wedding,Comedy,1989,9,82
5737,Faces of Death 4,Documentary|Horror,1990,1,94
5960,Bad Influence,Drama|Thriller,1990,5,51
5961,Blue Steel,Action|Thriller,1989,2,100
5968,Miami Blues,Comedy|Crime|Drama,1990,5,62
6180,Q & A,Crime|Drama,1989,10,60
6235,Europa Europa (Hitlerjunge Salomon),Drama|War,1990,1,87
6238,Green Card,Comedy|Drama|Romance,1989,4,57
6419,Mr. & Mrs. Bridge,Drama,1989,3,92
6659,Tremors,Comedy|Horror|Sci-Fi,1990,9,54
6671,"Angel at My Table, An",Drama,1990,6,90
6966,Darkman,Action|Crime|Fantasy|Sci-Fi|Thriller,1990,10,99
7002,Mindwalk,Drama,1990,3,80
7004,Kindergarten Cop,Action|Comedy|Crime|Thriller,1990,10,50
7012,Mr. Destiny,Comedy|Fantasy,1990,10,97
7018,Presumed Innocent,Crime|Drama|Thriller,1989,7,94
7028,Quick Change,Comedy|Crime,1990,8,89
7044,Wild at Heart,Crime|Drama|Mystery|Romance|Thriller,1990,4,94
7487,Henry & June,Drama,1989,2,95
7613,White Palace,Drama,1989,9,58
7701,Look Who's Talking Too,Comedy|Romance,1990,1,74
7791,Internal Affairs,Crime|Thriller,1989,2,82
7951,Nightbreed,Fantasy|Horror,1990,1,99
8493,Memphis Belle,Action|Drama|War,1989,10,68
8893,Basket Case 2,Comedy|Horror,1990,8,69
26680,Cry-Baby,Comedy|Musical|Romance,1990,1,79
26684,Frankenhooker,Comedy|Horror,1989,9,57
26686,Ghost Dad,Comedy|Fantasy,1989,9,92
26689,Havana,Drama,1990,3,70
26693,It,Drama|Fantasy|Horror|Mystery|Thriller,1990,2,63
26694,Ju Dou,Drama,1989,2,93
26704,State of Grace,Crime|Drama|Thriller,1990,10,52
26750,Quigley Down Under,Adventure|Drama|Western,1990,1,67
32943,Life Is Sweet,Comedy|Drama,1990,4,61
64900,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do)",Action|Adventure|Fantasy|Horror|Romance,1989,3,79
70946,Troll 2,Fantasy|Horror,1990,4,66
88024,To Sleep with Anger,Drama,1990,10,69
116939,Werner - Beinhart!,Action|Animation|Comedy,1990,8,69
589,Terminator 2: Judgment Day,Action|Sci-Fi,1991,9,64
620,Scream of Stone (Cerro Torre: Schrei aus Stein),Drama,1991,7,69
1027,Robin Hood: Prince of Thieves,Adventure|Drama,1990,7,62
1126,Drop Dead Fred,Comedy|Fantasy,1990,1,55
1175,Delicatessen,Comedy|Drama|Romance,1990,9,68
1180,Hear My Song,Comedy,1991,5,70
1184,Mediterraneo,Comedy|Drama,1990,3,61
1191,Madonna: Truth or Dare,Documentary|Musical,1990,8,79
1271,Fried Green Tomatoes,Comedy|Crime|Drama,1990,4,62
1279,Night on Earth,Comedy|Drama,1991,5,98
1336,Body Parts,Horror|Thriller,1990,2,100
1343,Cape Fear,Thriller,1990,6,80
1611,My Own Private Idaho,Drama|Romance,1990,1,81
1993,Child's Play 3,Comedy|Horror|Thriller,1991,9,97
2108,L.A. Story,Comedy|Romance,1990,9,69
2112,Grand Canyon,Crime|Drama,1991,7,65
2142,"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Musical|Western,1991,9,84
2265,Nothing But Trouble,Adventure|Comedy,1990,10,84
2267,Mortal Thoughts,Mystery|Thriller,1991,10,60
2799,Problem Child 2,Comedy,1990,9,67
2849,Queens Logic,Comedy|Drama,1990,5,77
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),Action|Adventure|Comedy,1990,2,81
3044,Dead Again,Mystery|Romance|Thriller,1991,1,90
3107,Backdraft,Action|Drama,1990,5,91
3218,Poison,Drama,1990,3,54
3358,Defending Your Life,Comedy|Drama|Fantasy|Romance,1991,4,50
3386,JFK,Drama|Mystery|Thriller,1991,8,74
3426,Jungle Fever,Drama|Romance,1990,4,54
3436,Dying Young,Drama|Romance,1990,7,59
3437,Cool as Ice,Drama,1991,3,50
3489,Hook,Adventure|Comedy|Fantasy,1991,2,65
3661,Puppet Master II,Horror|Sci-Fi|Thriller,1991,1,88
3662,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,1991,6,52
3712,Soapdish,Comedy,1991,1,56
3774,House Party 2,Comedy|Drama|Romance,1991,8,79
3809,What About Bob?,Comedy,1990,1,90
4200,Double Impact,Action,1990,3,79
4221,Necessary Roughness,Comedy,1990,8,55
4321,City Slickers,Comedy|Western,1991,1,91
4351,Point Break,Action|Crime|Thriller,1991,8,90
4409,Shadows and Fog,Comedy|Drama|Mystery|Thriller,1991,2,93
4688,Black Robe,Adventure|Drama,1990,2,72
4787,Little Man Tate,Drama,1990,2,100
4862,Not Without My Daughter,Drama,1991,8,78
4980,Bill & Ted's Bogus Journey,Adventure|Comedy|Fantasy|Sci-Fi,1991,8,64
5018,Motorama,Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller,1991,6,87
5034,"Truly, Madly, Deeply",Drama|Romance,1991,9,76
5279,Impromptu,Comedy|Romance,1991,3,64
5337,Delirious,Comedy,1990,9,54
5359,Rambling Rose,Drama,1991,9,88
5361,White Fang,Adventure,1991,9,82
5366,Whore,Drama,1991,10,67
5541,Hot Shots!,Action|Comedy|Romance|War,1990,1,83
5561,True Colors,Drama,1991,2,76
5585,Ernest Scared Stupid,Comedy,1990,3,71
5597,Suburban Commando,Comedy|Sci-Fi,1990,7,95
5637,Flirting,Drama,1990,8,57
5689,Billy Bathgate,Crime|Drama,1991,3,86
5843,Toy Soldiers,Action|Drama,1990,5,59
5970,My Girl,Comedy|Drama|Romance,1991,6,63
6027,Dogfight,Drama|Romance,1991,7,91
6033,Mystery Date,Comedy,1990,8,94
6203,Life Stinks,Comedy,1990,2,71
6240,One Good Cop,Action|Crime|Drama,1991,6,57
6387,Once a Thief (Zong heng si hai),Action|Comedy|Crime|Thriller,1990,8,96
6424,Oscar,Comedy|Crime|Mystery|Romance,1990,8,95
6440,Barton Fink,Drama|Thriller,1991,3,90
6466,Mississippi Masala,Drama|Romance,1991,1,82
6476,Shattered,Mystery|Thriller,1991,9,78
6721,Once Upon a Time in China (Wong Fei Hung),Action|Adventure|Drama,1991,4,55
6780,"Brief History of Time, A",Documentary,1990,10,74
6797,Bugsy,Crime|Drama,1990,3,50
6832,Regarding Henry,Drama,1991,4,89
6971,Europa (Zentropa),Drama|Thriller,1990,10,91
6977,New Jack City,Action|Crime|Drama,1990,6,94
6978,Slacker,Comedy|Drama,1990,9,58
7000,Hudson Hawk,Action|Adventure|Comedy,1990,5,51
7003,Kafka,Comedy|Drama|Mystery|Sci-Fi|Thriller,1990,6,77
7005,King Ralph,Comedy,1990,6,74
7020,Proof,Comedy|Drama|Romance,1990,5,57
7101,Doc Hollywood,Comedy|Romance,1991,3,67
7123,Naked Lunch,Drama|Fantasy|Mystery|Sci-Fi,1991,1,94
8158,Rush,Crime|Drama,1991,3,97
8935,All I Want for Christmas,Children|Comedy|Romance,1991,1,83
26712,35 Up,Documentary,1991,6,54
26726,Dutch,Comedy,1991,3,73
26729,Hearts of Darkness: A Filmmakers Apocalypse,Documentary,1990,7,60
26731,Homicide,Crime|Drama|Thriller,1990,2,89
26732,Johnny Stecchino,Comedy,1990,8,99
26749,Prospero's Books,Drama|Fantasy,1991,8,75
26775,Johnny Suede,Comedy|Musical|Romance,1991,1,90
32464,City of Hope,Drama,1991,4,98
45969,Career Opportunities,Comedy|Romance,1990,3,60
46544,Edward II,Drama,1991,3,57
65638,Aspen,Documentary,1990,6,95
66915,Rock-A-Doodle,Adventure|Animation|Children|Musical,1991,2,60
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),Action|Adventure|Animation,1991,1,100
98615,Burn Up!,Action|Animation,1990,3,83
107999,Dragon ball Z 04: Lord Slug,Animation|Children,1990,3,63
145307,Strictly Business,Comedy|Romance,1991,2,58
122,Boomerang,Comedy|Romance,1991,10,92
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,1992,10,54
347,Bitter Moon,Drama|Film-Noir|Romance,1991,2,54
373,Red Rock West,Thriller,1992,2,79
506,Orlando,Drama|Fantasy|Romance,1991,8,54
522,Romper Stomper,Action|Drama,1991,1,68
526,"Savage Nights (Nuits fauves, Les)",Drama,1992,10,56
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992,5,67
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1991,5,70
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action|Comedy|Crime|Thriller,1991,8,80
1089,Reservoir Dogs,Crime|Mystery|Thriller,1992,7,77
1092,Basic Instinct,Crime|Mystery|Thriller,1992,9,57
1095,Glengarry Glen Ross,Drama,1991,1,50
1171,Bob Roberts,Comedy,1992,3,91
1177,Enchanted April,Drama|Romance,1991,2,81
1187,Passion Fish,Drama,1992,9,72
1188,Strictly Ballroom,Comedy|Romance,1992,3,58
1241,Dead Alive (Braindead),Comedy|Fantasy|Horror,1991,1,97
1266,Unforgiven,Drama|Western,1992,5,70
1320,Alien³ (a.k.a. Alien 3),Action|Horror|Sci-Fi|Thriller,1991,8,50
1322,Amityville 1992: It's About Time,Horror,1991,3,52
1339,Dracula (Bram Stoker's Dracula),Fantasy|Horror|Romance|Thriller,1991,10,91
1342,Candyman,Horror|Thriller,1991,7,88
1377,Batman Returns,Action|Crime,1991,9,55
1385,Under Siege,Action|Drama|Thriller,1991,9,58
1396,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992,7,81
1570,Tetsuo II: Body Hammer,Horror|Sci-Fi,1992,1,90
1990,Prom Night IV: Deliver Us From Evil,Horror,1992,2,64
2002,Lethal Weapon 3,Action|Comedy|Crime|Drama,1991,3,97
2084,Newsies,Children|Musical,1991,2,79
2252,Hero,Comedy|Drama,1991,3,72
2253,Toys,Comedy|Fantasy,1992,1,88
2268,"Few Good Men, A",Crime|Drama|Thriller,1992,3,100
2302,My Cousin Vinny,Comedy,1992,5,92
2514,Pet Sematary II,Comedy|Horror,1991,6,51
2582,Twin Dragons (Shuang long hui),Action|Comedy,1991,6,59
2800,Little Nemo: Adventures in Slumberland,Adventure|Animation|Children|Drama|Fantasy,1992,6,96
2808,Universal Soldier,Action|Sci-Fi,1991,5,95
2817,Aces: Iron Eagle III,Action,1991,10,51
2822,Medicine Man,Adventure|Romance,1991,4,98
2943,Indochine,Drama|Romance,1991,4,67
2953,Home Alone 2: Lost in New York,Children|Comedy,1991,1,66
3043,Meatballs 4,Comedy,1992,6,65
3045,Peter's Friends,Comedy|Drama,1992,8,59
3063,Poison Ivy,Drama|Thriller,1992,3,77
3100,"River Runs Through It, A",Drama,1992,2,80
3243,Encino Man,Comedy,1992,3,96
3246,Malcolm X,Drama,1991,5,54
3247,Sister Act,Comedy|Crime,1992,3,91
3252,Scent of a Woman,Drama,1992,9,57
3253,Wayne's World,Comedy,1991,9,69
3256,Patriot Games,Action|Crime|Drama|Thriller,1991,7,93
3258,Death Becomes Her,Comedy|Fantasy,1992,9,77
3259,Far and Away,Adventure|Drama|Romance,1992,10,76
3260,Howards End,Drama,1992,3,87
3261,Singles,Comedy|Drama|Romance,1991,4,64
3262,Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,1992,10,95
3263,White Men Can't Jump,Comedy|Drama,1992,7,69
3265,Hard-Boiled (Lat sau san taam),Action|Crime|Drama|Thriller,1992,7,89
3266,Man Bites Dog (C'est arrivé près de chez vous),Comedy|Crime|Drama|Thriller,1991,2,54
3267,"Mariachi, El",Action|Crime|Thriller|Western,1991,9,66
3268,Stop! Or My Mom Will Shoot,Action|Comedy,1991,3,73
3269,Forever Young,Drama|Romance|Sci-Fi,1991,1,70
3271,Of Mice and Men,Drama,1992,4,88
3272,Bad Lieutenant,Crime|Drama,1992,4,74
3274,Single White Female,Drama|Thriller,1992,3,90
3495,Roadside Prophets,Comedy|Drama,1991,1,53
3500,Mr. Saturday Night,Comedy|Drama,1991,5,100
3557,Jennifer 8,Mystery|Thriller,1991,6,66
3614,Honeymoon in Vegas,Comedy|Romance,1992,4,69
3669,Stay Tuned,Comedy,1991,9,93
3677,Baraka,Documentary,1992,5,73
3709,Sleepwalkers,Horror,1991,8,82
3728,One False Move,Crime|Drama|Film-Noir|Thriller,1991,9,73
3802,Freejack,Action|Sci-Fi,1992,9,97
3810,White Sands,Drama|Thriller,1991,8,59
3919,Hellraiser III: Hell on Earth,Horror,1992,3,81
4060,Love Field,Drama,1991,3,62
4063,Prelude to a Kiss,Comedy|Drama|Romance,1992,2,86
4317,Love Potion #9,Comedy|Romance,1991,9,62
4354,Unlawful Entry,Crime|Thriller,1992,5,87
4748,3 Ninjas,Action|Children|Comedy,1992,7,94
5339,Husbands and Wives,Comedy|Drama,1992,1,82
5582,Captain Ron,Adventure|Comedy,1992,5,64
6022,American Me,Drama,1991,8,74
6198,American Heart,Crime|Drama,1992,2,92
6261,Wind,Action|Romance,1992,4,81
6423,Straight Talk,Comedy,1991,5,71
6442,Belle époque,Comedy|Romance,1992,8,75
6468,"Stranger Among Us, A",Crime|Drama|Romance,1991,2,95
6676,Incident at Oglala,Documentary,1992,3,76
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action|Romance,1992,8,61
6793,Beethoven,Children|Comedy|Drama,1992,2,87
6850,Leap of Faith,Comedy|Drama,1991,5,90
6851,"Gas, Food, Lodging",Drama|Romance,1991,2,69
6961,Damage (Fatale),Drama,1992,9,78
6997,Hoffa,Crime|Drama,1992,5,73
6999,Housesitter,Comedy|Romance,1991,1,53
7009,Lorenzo's Oil,Drama,1991,2,69
7017,Passenger 57,Action|Thriller,1991,1,54
7025,"Midnight Clear, A",Drama|War,1991,2,56
7186,Once Upon a Crime...,Comedy|Mystery,1992,1,96
7228,Cool World,Animation|Comedy|Fantasy,1991,5,78
7620,Monster in a Box,Comedy|Drama,1991,2,86
7624,School Ties,Drama,1992,5,76
7636,Raising Cain,Horror|Thriller,1992,2,62
8132,Gladiator,Action|Drama,1991,10,52
8273,"Tale of Ham and Passion, A (Jamón, Jamón)",Comedy|Drama|Romance,1992,9,69
26737,Light Sleeper,Crime|Drama,1991,2,77
26776,Porco Rosso (Crimson Pig) (Kurenai no buta),Adventure|Animation|Comedy|Fantasy|Romance,1991,5,90
26791,Shining Through,Drama|Romance|Thriller|War,1991,5,89
26819,Fortress,Action|Sci-Fi,1992,10,94
31547,Lessons of Darkness (Lektionen in Finsternis),Documentary|War,1992,1,77
34364,This Is My Life,Comedy|Drama,1992,4,53
